budget,id,original_language,original_title,revenue,runtime,title,release_date,popularity,vote_average,vote_count
130000000,13183,en,Watchmen,185258983,163,Watchmen,2009-03-04,43.997,7.3,7628
14479740,637534,fr,BAC Nord,0,105,The Stronghold,2021-08-18,97.507,7.5,799
94000000,122,en,The Lord of the Rings: The Return of the King,1118888979,201,The Lord of the Rings: The Return of the King,2003-12-01,88.085,8.5,19547
30000000,521029,en,Annabelle Comes Home,231252591,106,Annabelle Comes Home,2019-06-26,70.226,6.4,2739
0,845222,ko,킹덤: 아신전,0,92,Kingdom: Ashin of the North,2021-07-23,106.586,7.5,372
67000000,340102,en,The New Mutants,49169594,94,The New Mutants,2020-08-26,78.631,6.2,2678
30000000,43347,en,Love & Other Drugs,102820008,112,Love & Other Drugs,2010-11-22,74.677,7.0,4208
60000000,123553,en,The Mortal Instruments: City of Bones,95396573,130,The Mortal Instruments: City of Bones,2013-08-21,68.897,6.4,4003
145000000,82702,en,How to Train Your Dragon 2,621537500,102,How to Train Your Dragon 2,2014-06-05,68.341,7.7,8115
250000000,49026,en,The Dark Knight Rises,1081041287,165,The Dark Knight Rises,2012-07-16,83.723,7.8,19505
79000000,121,en,The Lord of the Rings: The Two Towers,926287400,179,The Lord of the Rings: The Two Towers,2002-12-18,103.527,8.4,18142
0,836009,en,Against the Ice,0,101,Against the Ice,2022-02-10,107.618,6.9,287
4000000,13186,en,Wrong Turn 2: Dead End,0,96,Wrong Turn 2: Dead End,2007-08-25,70.142,6.0,1022
55000000,156022,en,The Equalizer,192330738,132,The Equalizer,2014-09-24,67.572,7.2,7247
6500000,754067,fr,Mystère,4181043,84,Vicky and Her Mystery,2021-12-15,86.863,7.2,374
155000000,87101,en,Terminator Genisys,440603537,126,Terminator Genisys,2015-06-23,73.891,5.9,7198
120000000,9487,en,A Bug's Life,363258859,95,A Bug's Life,1998-11-25,76.992,7.0,7673
0,785538,pt,7 Prisioneiros,0,93,7 Prisoners,2021-10-22,119.866,7.1,251
19000000,129,ja,千と千尋の神隠し,274925095,125,Spirited Away,2001-07-20,69.9,8.5,12848
49000000,198184,en,Chappie,104399548,120,Chappie,2015-03-04,72.622,6.8,6842
105000000,10198,en,The Princess and the Frog,270997378,98,The Princess and the Frog,2009-12-08,98.878,7.1,4436
0,677638,en,We Bare Bears: The Movie,0,69,We Bare Bears: The Movie,2020-06-30,61.947,7.9,717
45000000,82675,en,Taken 2,376141306,91,Taken 2,2012-09-27,85.773,6.3,5667
4000000,398818,en,Call Me by Your Name,41063475,132,Call Me by Your Name,2017-09-01,79.348,8.2,10224
0,295830,ja,進撃の巨人 ATTACK ON TITAN,0,98,Attack on Titan,2015-08-01,51.728,5.9,562
0,581644,en,The Misfits,0,94,The Misfits,1961-02-01,6.954,7.0,268
0,52629,es,El Infierno,0,145,El Infierno,2010-09-03,56.627,7.7,430
58800000,190859,en,American Sniper,542307423,133,American Sniper,2014-12-25,94.571,7.4,11111
45000000,4248,en,Scary Movie 2,141220678,83,Scary Movie 2,2001-07-04,82.533,5.8,3722
250000000,127585,en,X-Men: Days of Future Past,747862775,132,X-Men: Days of Future Past,2014-05-15,80.382,7.5,13379
0,120475,ja,ドラゴンボール エピソード オブ バーダック,0,20,Dragon Ball: Episode of Bardock,2011-12-17,42.112,6.9,323
20000000,345938,en,The Shack,92924405,132,The Shack,2017-03-03,89.791,7.4,1677
0,723072,en,Host,26745,57,Host,2020-12-04,73.672,6.6,528
150000000,49444,en,Kung Fu Panda 2,665692281,91,Kung Fu Panda 2,2011-05-25,54.36,6.9,5595
37000000,312221,en,Creed,173567581,133,Creed,2015-11-25,123.521,7.4,5959
75000000,953,en,Madagascar,542063846,86,Madagascar,2005-05-25,76.928,6.9,9127
160000000,297802,en,Aquaman,1148528393,143,Aquaman,2018-07-06,117.651,6.9,11747
178000000,246655,en,X-Men: Apocalypse,543934787,144,X-Men: Apocalypse,2016-05-18,87.972,6.5,11298
0,740925,en,No One Gets Out Alive,0,85,No One Gets Out Alive,2021-09-29,96.164,6.0,379
100000000,11688,en,The Emperor's New Groove,169327687,78,The Emperor's New Groove,2000-12-15,71.034,7.5,5473
165000000,10191,en,How to Train Your Dragon,494878759,98,How to Train Your Dragon,2010-03-18,71.249,7.8,10922
50000000,7555,en,Rambo,113244290,92,Rambo,2008-01-24,61.714,6.6,3051
120000000,920,en,Cars,461983149,117,Cars,2006-06-08,77.308,6.9,11621
0,790142,en,The Royal Treatment,0,96,The Royal Treatment,2022-01-20,115.732,6.7,551
30000000,449443,en,Den of Thieves,80509622,140,Den of Thieves,2018-01-18,43.752,6.7,2325
4000000,9325,en,The Jungle Book,205843612,78,The Jungle Book,1967-10-18,69.638,7.3,5281
4000000,9325,en,The Jungle Book,205843612,78,The Jungle Book,2016-04-07,45.503,6.9,7107
4000000,9325,en,The Jungle Book,205843612,78,The Jungle Book,1994-12-23,11.392,5.9,377
80000000,11544,en,Lilo & Stitch,273144151,85,Lilo & Stitch,2002-06-21,84.101,7.5,5001
100000000,9836,en,Happy Feet,384335608,108,Happy Feet,2006-11-16,100.186,6.1,4242
80000000,27578,en,The Expendables,274470394,103,The Expendables,2010-08-03,72.011,6.2,6512
125000000,18823,en,Clash of the Titans,493214993,106,Clash of the Titans,1981-06-12,11.325,6.9,566
125000000,18823,en,Clash of the Titans,493214993,106,Clash of the Titans,2010-03-31,82.662,5.9,5328
0,603661,en,The Hating Game,0,102,The Hating Game,2021-12-09,23.32,7.5,438
150000000,6479,en,I Am Legend,585410052,101,I Am Legend,2007-12-12,99.116,7.2,13293
50000000,480530,en,Creed II,214215889,130,Creed II,2018-11-21,89.881,7.0,4198
28000000,812,en,Aladdin,504050219,90,Aladdin,1992-11-25,74.825,7.6,9656
28000000,812,en,Aladdin,504050219,90,Aladdin,2019-05-22,71.204,7.1,8584
183000000,420817,en,Aladdin,1047612394,128,Aladdin,1992-11-25,74.825,7.6,9656
183000000,420817,en,Aladdin,1047612394,128,Aladdin,2019-05-22,71.204,7.1,8584
0,607259,en,Fatherhood,0,109,Fatherhood,2021-06-18,68.655,7.6,1021
200000000,181808,en,Star Wars: The Last Jedi,1332698830,152,Star Wars: The Last Jedi,2017-12-13,61.409,6.9,13027
135000000,49519,en,The Croods,587204668,98,The Croods,2013-03-15,67.084,6.9,5991
81000000,207703,en,Kingsman: The Secret Service,414351546,129,Kingsman: The Secret Service,2015-01-24,71.45,7.6,14377
250000000,181812,en,Star Wars: The Rise of Skywalker,1074144248,142,Star Wars: The Rise of Skywalker,2019-12-18,69.663,6.4,7800
15000000,106,en,Predator,98267558,107,Predator,1987-06-12,54.324,7.5,6157
11000000,9552,en,The Exorcist,441306145,122,The Exorcist,1973-12-26,77.591,7.7,6291
97000000,263115,en,Logan,619021436,137,Logan,2017-02-28,70.392,7.8,16817
200000000,62211,en,Monsters University,743559607,104,Monsters University,2013-06-19,68.967,7.0,9055
10000000,214,en,Saw III,164874275,114,Saw III,2006-10-27,38.974,6.4,3529
175000000,14869,en,G.I. Joe: The Rise of Cobra,302469017,118,G.I. Joe: The Rise of Cobra,2009-08-03,85.11,5.8,3929
80000000,45243,en,The Hangover Part II,586764305,102,The Hangover Part II,2011-05-25,80.18,6.4,8919
3000000,12092,en,Alice in Wonderland,572000000,75,Alice in Wonderland,1951-07-28,74.651,7.2,4953
3000000,12092,en,Alice in Wonderland,572000000,75,Alice in Wonderland,2010-03-03,74.479,6.6,12156
3000000,12092,en,Alice in Wonderland,572000000,75,Alice in Wonderland,1999-02-28,9.349,6.4,295
200000000,12155,en,Alice in Wonderland,1025467110,108,Alice in Wonderland,1951-07-28,74.651,7.2,4953
200000000,12155,en,Alice in Wonderland,1025467110,108,Alice in Wonderland,2010-03-03,74.479,6.6,12156
200000000,12155,en,Alice in Wonderland,1025467110,108,Alice in Wonderland,1999-02-28,9.349,6.4,295
0,739990,en,Nightbooks,0,103,Nightbooks,2021-09-15,79.809,6.4,247
0,817648,en,Home Team,0,95,Home Team,2022-01-28,75.398,6.8,500
36000000,10830,en,Matilda,33459416,98,Matilda,1996-08-02,37.538,7.1,3522
0,645788,en,The Protégé,8639684,109,The Protégé,2021-08-19,108.719,6.6,624
50000000,614917,en,King Richard,30000000,145,King Richard,2021-11-18,81.169,7.9,1325
145000000,140300,en,Kung Fu Panda 3,521170825,95,Kung Fu Panda 3,2016-01-23,54.467,6.9,4686
23600000,19908,en,Zombieland,102391540,88,Zombieland,2009-10-07,59.97,7.3,10411
200000000,284054,en,Black Panther,1347597973,134,Black Panther,2018-02-13,96.05,7.4,19072
250000000,57158,en,The Hobbit: The Desolation of Smaug,958400000,161,The Hobbit: The Desolation of Smaug,2013-12-11,78.058,7.6,11029
165000000,10192,en,Shrek Forever After,752600867,93,Shrek Forever After,2010-05-16,75.409,6.3,5967
250000000,209112,en,Batman v Superman: Dawn of Justice,873637528,152,Batman v Superman: Dawn of Justice,2016-03-23,81.445,5.9,15825
0,615658,en,Awake,0,96,Awake,2007-11-28,12.47,6.4,1093
0,615658,en,Awake,0,96,Awake,2021-06-09,92.065,6.0,827
0,763152,es,Donde caben dos,0,112,More the Merrier,2021-07-30,72.446,6.7,332
0,663558,zh,新神榜：哪吒重生,0,116,New Gods: Nezha Reborn,2021-02-06,58.584,8.2,276
17000000,193893,en,Let's Be Cops,136621271,104,Let's Be Cops,2014-08-13,50.972,6.4,2347
0,25475,en,Tinker Bell and the Lost Treasure,0,81,Tinker Bell and the Lost Treasure,2009-09-03,43.021,6.7,785
53000000,22803,en,Law Abiding Citizen,126690726,109,Law Abiding Citizen,2009-10-15,74.603,7.3,4010
0,730840,en,Trollhunters: Rise of the Titans,0,106,Trollhunters: Rise of the Titans,2021-07-21,70.52,7.8,241
24000000,9479,en,The Nightmare Before Christmas,75634409,76,The Nightmare Before Christmas,1993-10-09,54.224,7.8,7496
20000000,16996,en,17 Again,136267476,102,17 Again,2009-03-11,64.932,6.3,4350
40000000,1579,en,Apocalypto,120654337,139,Apocalypto,2006-12-07,82.92,7.5,4391
95000000,57800,en,Ice Age: Continental Drift,877244782,88,Ice Age: Continental Drift,2012-06-27,76.11,6.3,6433
1488423,408,en,Snow White and the Seven Dwarfs,184925486,83,Snow White and the Seven Dwarfs,1937-12-21,62.819,7.1,6183
149000000,297762,en,Wonder Woman,821847012,141,Wonder Woman,2009-03-03,18.403,7.3,447
149000000,297762,en,Wonder Woman,821847012,141,Wonder Woman,2017-05-30,105.954,7.2,17664
50000000,71552,en,American Reunion,234989584,113,American Reunion,2012-04-04,52.227,6.3,3802
17000000,447332,en,A Quiet Place,340677200,91,A Quiet Place,2018-04-03,64.879,7.4,11626
858000,3170,en,Bambi,267447150,70,Bambi,1942-08-14,74.494,7.0,4718
24000000,4935,ja,ハウルの動く城,236049757,119,Howl's Moving Castle,2004-11-19,69.161,8.4,7309
48000000,13179,en,Tinker Bell,0,78,Tinker Bell,2008-09-11,38.058,6.8,1111
0,109689,es,Tengo ganas de ti,0,130,I Want You,2012-06-22,55.059,7.3,1518
205000000,577922,en,Tenet,363129000,150,Tenet,2020-08-22,74.422,7.2,7148
175000000,105864,en,The Good Dinosaur,332207671,93,The Good Dinosaur,2015-11-14,67.387,6.7,4628
25000000,59440,en,Warrior,23308615,140,Warrior,2011-09-09,62.232,7.8,3689
13000000,324560,en,Brimstone,0,148,Brimstone,2016-03-12,13.302,7.1,866
0,801335,en,Girl in the Basement,0,90,Girl in the Basement,2021-02-27,77.58,8.0,373
22000000,6069,en,The Witches of Eastwick,63766510,118,The Witches of Eastwick,1987-06-12,13.81,6.5,1088
62000000,345887,en,The Equalizer 2,190400157,121,The Equalizer 2,2018-07-19,45.994,6.6,3993
70000000,87428,en,That's My Boy,58058367,116,That's My Boy,2012-06-14,48.739,5.7,1463
50000000,522938,en,Rambo: Last Blood,91490353,89,Rambo: Last Blood,2019-09-19,64.844,6.5,3035
200000000,534,en,Terminator Salvation,371353001,117,Terminator Salvation,2009-05-20,71.736,6.0,5408
160000000,124905,en,Godzilla,529076069,123,Godzilla,1954-11-03,12.846,7.6,659
160000000,124905,en,Godzilla,529076069,123,Godzilla,2014-05-14,63.227,6.3,7591
4000000,184345,en,A Haunted House 2,25343661,87,A Haunted House 2,2014-04-17,79.144,6.1,1083
0,446893,en,Trolls World Tour,47000000,90,Trolls World Tour,2020-03-11,60.632,7.4,1749
2500000,139038,en,A Haunted House,60141683,86,A Haunted House,2013-01-11,67.485,5.8,1430
10000000,316727,en,The Purge: Election Year,118587880,105,The Purge: Election Year,2016-06-29,66.911,6.4,4487
54000000,11674,en,101 Dalmatians,320689294,103,101 Dalmatians,1996-11-27,63.695,5.9,2828
35000000,346364,en,It,701842551,135,It,2017-09-06,65.84,7.2,16451
0,615677,en,We Can Be Heroes,0,97,We Can Be Heroes,2020-12-25,67.871,6.2,599
80000000,11324,en,Shutter Island,294800000,138,Shutter Island,2010-02-14,46.804,8.2,19878
17000000,10625,en,Mean Girls,129042871,97,Mean Girls,2004-04-30,52.736,7.2,7180
0,463858,fr,Première année,0,92,The Freshmen,2018-09-12,8.488,6.7,605
170000000,399579,en,Alita: Battle Angel,404852543,122,Alita: Battle Angel,2019-01-31,63.499,7.2,7482
50000000,228326,en,The Book of Life,97437106,95,The Book of Life,2014-10-01,73.162,7.5,2180
40000000,24418,en,Cirque du Freak: The Vampire's Assistant,28169671,109,Cirque du Freak: The Vampire's Assistant,2009-10-23,77.874,5.7,892
23000000,287590,ja,聖闘士星矢 LEGEND of SANCTUARY,17150803,93,Saint Seiya: Legend of Sanctuary,2014-06-21,76.312,6.5,535
65000000,454640,en,The Angry Birds Movie 2,147792047,97,The Angry Birds Movie 2,2019-08-02,48.708,7.2,1292
70000000,52520,en,Underworld: Awakening,160112671,88,Underworld: Awakening,2012-01-19,62.437,6.3,3492
80000000,400155,en,Hotel Transylvania 3: Summer Vacation,528600000,97,Hotel Transylvania 3: Summer Vacation,2018-06-28,65.313,6.9,3636
1500000,49018,en,Insidious,97009150,103,Insidious,2010-09-13,60.239,6.9,5494
4000000,12230,en,One Hundred and One Dalmatians,85000000,79,One Hundred and One Dalmatians,1961-01-25,60.927,7.2,5267
0,553604,en,Honest Thief,31220247,99,Honest Thief,2020-09-03,65.534,6.5,1284
180000000,10681,en,WALL·E,521311860,98,WALL·E,2008-06-22,64.743,8.1,15712
0,775996,en,Outside the Wire,0,116,Outside the Wire,2021-01-15,72.657,6.4,1459
50000000,60304,en,Hansel & Gretel: Witch Hunters,226349749,88,Hansel & Gretel: Witch Hunters,2013-01-17,57.032,6.0,5895
35000000,9702,en,Bound by Honor,0,190,Bound by Honor,1993-02-05,106.013,8.1,903
30000000,615,en,The Passion of the Christ,611899420,127,The Passion of the Christ,2004-02-25,69.311,7.4,3459
13000000,77338,fr,Intouchables,426588510,113,The Intouchables,2011-11-02,67.793,8.3,14642
40000000,346648,en,Paddington 2,227300000,104,Paddington 2,2017-11-09,21.117,7.5,1716
0,431819,ja,打ち上げ花火、下から見るか？横から見るか？,26617621,90,Fireworks,1997-11-05,8.628,7.7,466
0,431819,ja,打ち上げ花火、下から見るか？横から見るか？,26617621,90,Fireworks,2017-08-18,68.094,6.5,253
6000000,301351,en,We Are Your Friends,11122090,96,We Are Your Friends,2015-08-26,26.255,6.7,2018
80000000,950,en,Ice Age: The Meltdown,660998756,91,Ice Age: The Meltdown,2006-03-29,74.896,6.7,8310
0,454983,en,The Kissing Booth,0,105,The Kissing Booth,2018-05-11,88.396,7.3,6497
25000000,8681,en,Taken,226830568,94,Taken,2008-02-18,80.373,7.4,9496
0,504253,ja,君の膵臓をたべたい,33748006,108,I Want to Eat Your Pancreas,2018-09-01,61.311,8.3,1008
97000000,126889,en,Alien: Covenant,240891763,122,Alien: Covenant,2017-05-09,62.894,6.0,7096
0,524369,en,The Many Saints of Newark,11620603,120,The Many Saints of Newark,2021-09-22,74.946,6.6,396
0,486589,en,Red Shoes and the Seven Dwarfs,10054356,92,Red Shoes and the Seven Dwarfs,2019-07-25,66.837,7.8,855
42000000,338967,en,Zombieland: Double Tap,122801777,99,Zombieland: Double Tap,2019-10-09,54.746,7.0,4502
20000000,245891,en,John Wick,88761661,101,John Wick,2014-10-22,65.076,7.4,15694
30000000,273481,en,Sicario,84872444,122,Sicario,2015-09-17,46.873,7.4,6931
103000000,109439,en,The Hangover Part III,362000072,100,The Hangover Part III,2013-05-23,75.432,6.2,7382
120000000,274855,en,Geostorm,221600160,109,Geostorm,2017-10-13,42.963,6.1,3943
10000000,8922,en,Jeepers Creepers,59217789,90,Jeepers Creepers,2001-07-01,54.119,6.4,2274
50100000,256591,en,Focus,153962963,105,Focus,2015-02-25,35.75,6.9,6721
7000000,400928,en,Gifted,40343446,101,Gifted,2017-04-12,34.379,8.0,4376
15000000,585216,en,Escape Room: Tournament of Champions,44888959,88,Escape Room: Tournament of Champions,2021-07-01,74.438,6.7,1187
0,11430,en,The Lion King 1½,0,77,The Lion King 1½,2004-02-06,59.264,6.6,2528
4000000,10693,en,Peter Pan,87404651,77,Peter Pan,1953-02-05,54.438,7.2,4503
4000000,10693,en,Peter Pan,87404651,77,Peter Pan,2003-12-18,20.54,7.2,2232
200000000,9543,en,Prince of Persia: The Sands of Time,336365676,116,Prince of Persia: The Sands of Time,2010-05-19,73.026,6.2,5837
0,347626,en,He's All That,0,91,He's All That,2021-08-27,95.882,6.8,942
70000000,16869,en,Inglourious Basterds,321457747,153,Inglourious Basterds,2009-08-19,72.048,8.2,18702
9000000,381288,en,Split,278454358,117,Split,2016-11-15,60.574,7.3,14978
0,277217,en,Descendants,0,112,Descendants,2015-07-31,51.662,7.1,1947
60000000,75780,en,Jack Reacher,218340595,130,Jack Reacher,2012-12-20,87.094,6.6,5811
145000000,80321,en,Madagascar 3: Europe's Most Wanted,746921274,93,Madagascar 3: Europe's Most Wanted,2012-06-06,57.917,6.6,5116
6000000,238,en,The Godfather,245066411,175,The Godfather,1972-03-14,57.656,8.7,15990
0,360784,en,Hidden,0,83,Hidden,2015-09-15,10.452,6.6,550
35000000,265712,ja,Stand by Me Doraemon,83061158,90,Stand by Me Doraemon,2014-08-08,67.689,7.3,357
175000000,297761,en,Suicide Squad,746846894,123,Suicide Squad,2016-08-03,65.316,5.9,18791
0,591275,en,Fear Street: 1666,0,114,Fear Street: 1666,2021-07-14,57.555,7.3,1124
0,476292,ja,さよならの朝に約束の花をかざろう,4300000,115,Maquia: When the Promised Flower Blooms,2018-02-24,77.2,8.3,454
120000000,427641,en,Rampage,426245950,107,Rampage,2018-04-11,63.337,6.4,5869
120000000,427641,en,Rampage,426245950,107,Rampage,2009-08-14,12.662,6.0,331
812000,11360,en,Dumbo,1600000,64,Dumbo,1941-10-31,72.326,7.0,4137
812000,11360,en,Dumbo,1600000,64,Dumbo,2019-03-27,30.349,6.7,3757
123000000,8871,en,How the Grinch Stole Christmas,345141403,104,How the Grinch Stole Christmas,2000-11-17,54.561,6.7,5939
17700000,581387,ko,백두산,61321941,128,Ashfall,2019-12-19,65.826,6.6,371
185000000,155,en,The Dark Knight,1004558444,152,The Dark Knight,2008-07-14,71.319,8.5,27577
225000000,41154,en,Men in Black 3,624026776,106,Men in Black 3,2012-05-23,65.652,6.5,8882
74000000,228165,en,The SpongeBob Movie: Sponge Out of Water,311594032,93,The SpongeBob Movie: Sponge Out of Water,2015-01-28,42.006,6.1,1963
11936735,573699,zh,白蛇：缘起,61631776,99,White Snake,2019-01-11,45.859,7.8,303
15000000,396422,en,Annabelle: Creation,306515884,110,Annabelle: Creation,2017-08-03,64.547,6.6,4724
0,13002,en,Barbie in the 12 Dancing Princesses,0,83,Barbie in The 12 Dancing Princesses,2006-09-19,65.742,7.7,862
50000000,456740,en,Hellboy,44664690,121,Hellboy,2004-04-02,24.778,6.7,5809
25000000,41630,en,No Strings Attached,149228077,107,No Strings Attached,2011-01-21,58.069,6.3,4014
0,597433,en,Beckett,0,109,Beckett,2021-08-04,85.373,6.3,505
0,413594,ja,劇場版 ソードアート・オンライン -オーディナル・スケール-,20725409,119,Sword Art Online: The Movie – Ordinal Scale,2017-02-18,60.838,7.7,522
140000000,147441,en,Exodus: Gods and Kings,268031828,150,Exodus: Gods and Kings,2014-12-03,61.028,5.8,3927
0,667520,ja,泣きたい私は猫をかぶる,0,104,A Whisker Away,2020-06-18,57.388,8.0,991
15000000,76726,en,Chronicle,145000000,84,Chronicle,2012-02-01,95.912,6.8,4373
0,370663,en,Below Her Mouth,33673,92,Below Her Mouth,2017-02-10,36.614,6.8,959
15000000,506574,en,Descendants 3,0,106,Descendants 3,2019-08-02,59.46,7.8,1225
20000000,526050,en,Little,17399000,108,Little,2019-04-04,20.944,6.9,556
0,578908,en,Bad Trip,0,87,Bad Trip,2020-09-26,58.12,6.1,369
0,522241,en,The Courier,26000000,112,The Courier,2021-03-18,79.364,7.1,716
0,522241,en,The Courier,26000000,112,The Courier,2019-11-22,26.225,6.1,427
160000000,131634,en,The Hunger Games: Mockingjay - Part 2,653428261,137,The Hunger Games: Mockingjay - Part 2,2015-11-18,70.374,6.9,10572
130000000,102899,en,Ant-Man,519311965,117,Ant-Man,2015-07-14,66.52,7.1,17080
25000000,278,en,The Shawshank Redemption,28341469,142,The Shawshank Redemption,1994-09-23,62.636,8.7,21456
225000000,2454,en,The Chronicles of Narnia: Prince Caspian,419665568,150,The Chronicles of Narnia: Prince Caspian,2008-05-15,54.425,6.6,5319
69000000,339846,en,Baywatch,177856751,116,Baywatch,2017-05-12,58.312,6.1,6983
35000000,169,en,Predator 2,57120318,108,Predator 2,1990-11-20,38.205,6.2,2346
21800000,43549,en,The Experiment,0,96,The Experiment,2001-03-07,8.534,7.4,868
21800000,43549,en,The Experiment,0,96,The Experiment,2010-07-15,54.543,6.4,1002
48000000,4256,en,Scary Movie 3,220673217,84,Scary Movie 3,2003-10-24,57.225,6.0,3295
60000000,343611,en,Jack Reacher: Never Go Back,162146076,118,Jack Reacher: Never Go Back,2016-10-19,85.492,5.9,4009
0,621870,en,Secret Society of Second Born Royals,0,97,Secret Society of Second Born Royals,2020-09-25,48.476,6.8,432
85000000,157350,en,Divergent,288747895,139,Divergent,2014-03-14,50.515,6.9,11250
110000000,262500,en,Insurgent,295238201,119,Insurgent,2015-03-18,57.975,6.4,8885
0,509635,en,Alone,0,98,Alone,2020-09-10,59.404,6.2,427
70000000,10386,en,The Iron Giant,23159305,86,The Iron Giant,1999-08-06,67.934,7.9,4517
5000000,14128,en,Cinderella II: Dreams Come True,0,74,Cinderella II: Dreams Come True,2002-02-23,57.667,6.1,1183
5000000,643586,en,Willy's Wonderland,431020,88,Willy's Wonderland,2021-02-12,64.677,6.2,534
178000000,137113,en,Edge of Tomorrow,370541256,113,Edge of Tomorrow,2014-05-27,55.942,7.6,11636
40000000,240832,en,Lucy,458863600,89,Lucy,2014-07-25,52.339,6.4,14072
0,594328,en,Phineas and Ferb: The Movie: Candace Against the Universe,0,84,Phineas and Ferb: The Movie: Candace Against the Universe,2020-08-28,51.281,7.4,298
150000000,13448,en,Angels & Demons,485930816,138,Angels & Demons,2009-05-13,67.048,6.7,5806
0,340382,ja,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,0,87,Attack on Titan II: End of the World,2015-09-01,40.777,5.9,219
82000000,23629,en,Sucker Punch,89792502,110,Sucker Punch,2011-03-24,67.909,6.1,3978
185000000,290859,en,Terminator: Dark Fate,261119292,128,Terminator: Dark Fate,2019-10-23,53.005,6.5,4046
140000000,5174,en,Rush Hour 3,258022233,91,Rush Hour 3,2007-08-08,41.99,6.4,2489
0,760747,no,I onde dager,0,115,The Trip,2011-04-24,6.894,6.8,237
0,760747,no,I onde dager,0,115,The Trip,2021-07-30,101.787,6.7,337
85000000,76492,en,Hotel Transylvania,358375603,91,Hotel Transylvania,2012-09-20,60.709,7.0,7366
4000000,10112,en,The Aristocats,55675257,78,The Aristocats,1970-12-24,47.672,7.3,4202
12500000,14574,en,The Boy in the Striped Pyjamas,20416563,94,The Boy in the Striped Pyjamas,2008-05-07,35.101,7.9,5842
105000000,278154,en,Ice Age: Collision Course,408579038,95,Ice Age: Collision Course,2016-06-23,68.025,6.1,3773
75000000,360920,en,The Grinch,508575295,85,The Grinch,2018-11-08,63.194,6.8,2973
30000000,13460,en,Doomsday,22472631,108,Doomsday,2008-03-14,24.738,5.9,961
6000000,10882,en,Sleeping Beauty,51600000,75,Sleeping Beauty,1959-02-17,48.926,6.9,4340
